x,y
83.99996071835702,112.27074529067133
98.50019830956121,172.08310080217774
72.00047704611228,88.2630263673936
73.49921425363439,89.45783414114648
18.000170337494513,39.641650147097344
17.00107791734245,38.79768985763995
26.999888509965988,35.319186768554076
97.00045331692313,162.02869358334758
31.0001097559072,38.77452124547044
73.99945843713093,88.88133005787326
71.49923876179585,85.10240733655239
19.00049116501938,37.87355372004764
15.998895859032215,47.69278505676686
85.99911423127618,116.37650164760295
26.000261530173542,39.63046814366444
96.00080359210274,157.97650696699083
76.99987378634435,91.14182487250736
22.00097167423502,41.53270766795853
29.001198638153383,39.05822424804193
31.998714902049517,41.32078148038225
84.50000511912677,113.58554598398257
35.00082445458057,40.588139168734585
74.50079993038968,89.07895433330754
28.000995233149432,39.8707231797492
85.50063840413412,117.54703334304087
89.99905929400107,128.27741226337147
94.4995052315101,149.6481623831981
11.999746847414707,92.99936653269879
20.99920819912876,42.547111205696694
81.00026745153791,103.40201060867129
14.00084171248623,48.64816795942784
35.99981295004979,38.51876895180647
10.000966647146777,200.0003177469773
11.000705661124899,47.64325857630721
14.998797595853793,43.42101511983284
88.50011552165685,126.42096512872357
89.49929431379978,129.18485801939065
96.50041305632634,159.94346940992628
40.000631735082585,30.956583034967615
40.99970256328819,32.42230190994031
38.99987805096017,34.181401044674146
93.50084080514219,146.1895704854516
75.50007170332506,90.7789829868089
76.49960128341154,96.0154573979923
91.99965141482885,136.7172938716222
82.50013681923049,107.69040429881119
25.000884856864808,38.2972908979779
24.00069857914945,41.01417848865513
86.50033884348615,116.91837506218312
83.5009028575275,104.38648823869632
11.999826588624181,47.245566393347694
90.99922813139749,135.57860564997176
98.00055832760154,170.22139251679397
81.49987661976225,101.61397044664304
78.00083639615076,102.3393016991076
78.50025147333993,98.93844681639524
80.00049212681827,103.25670983701113
37.9998943011293,36.04892625856711
89.00093167306399,129.17024979452515
99.49930279052882,171.85767752150647
32.99940763994979,39.70494058933788
77.50022429799414,100.79919342509262
42.00056507230019,28.73862616679682
37.99902481396346,20.000594822616183
72.50017460726693,91.43348449997008
79.49929966743198,98.39982813503602
69.99990329681653,86.58709695259458
13.000259551107671,41.987953036098915
29.998811929100974,33.06703228587923
70.99924788540098,84.82787119349389
94.00075813832304,142.00776125476565
34.00003333421805,41.31958493378185
87.50041623072396,121.25386176878867
98.9995822504898,172.64287151961028
85.00007375638585,114.67394269200321
80.50066201398486,98.33202236249096
97.50080017567362,163.70079776481478
91.50090161970017,138.43305949950877
92.9999156232978,138.40065185517335
88.00059373436746,125.39144390288182
92.4993872373803,136.59987773661848
94.99969601758573,148.48835631300875
79.00041199513016,95.05234848700444
72.99994326506864,94.58632408893496
95.49936517746316,155.4601879139536
70.50096400948304,90.23247731893667
9.999109518421145,42.43875883626094
75.99901241703317,92.81933070380857
23.00131651052565,36.232664319893345
81.99930514554934,109.67201979250972
37.0008995551211,33.05298872550301
74.9998335070756,98.29471953455452
83.00005644855517,104.6927130414139
90.50018778698525,129.23428561877716
19.999924302549587,43.74943455430524
87.00053423325676,114.74465804494905
